Issn,journal_name,Journal Title Normalized,URL
0029-5132,NOVEL A Forum on Fiction,novel a forum on fiction,https://novel.trinity.duke.edu/
1434-6931,Reproduktionsmedizin,reproduktionsmedizin,https://link.springer.com/journal/444/volumes-and-issues
0265-6582,Journal of Synthetic Lubrication,journal of synthetic lubrication,https://www.scimagojr.com/journalsearch.php?q=17021&tip=sid&clean=0
1471-0358,Journal of Agrarian Change,journal of agrarian change,https://onlinelibrary.wiley.com/journal/14710366
0731-1265,International Journal of Legal Information,international journal of legal information,https://www.cambridge.org/core/journals/international-journal-of-legal-information
1075-2846,Global Governance: A Review of Multilateralism and International Organizations,global governance: a review of multilateralism and international organizations,https://brill.com/GG
0963-6048,International Journal of Biotechnology,international journal of biotechnology,https://www.inderscience.com/jhome.php?jcode=ijbt
0143-0343,School Psychology International,school psychology international,https://journals.sagepub.com/home/spi
1674-1137,Chinese Physics C,chinese physics c,https://iopscience.iop.org/journal/1674-1137
0022-541X,The Journal of Wildlife Management,the journal of wildlife management,https://wildlife.onlinelibrary.wiley.com/journal/19372817
0144-7394,Teaching Public Administration,teaching public administration,https://journals.sagepub.com/home/tpa
0022-4278,Journal of Research in Crime and Delinquency,journal of research in crime and delinquency,https://journals.sagepub.com/home/jrc
0891-3811,Critical Review,critical review,https://thecriticalreview.org/
1253-1472,Analyse Freudienne Presse,analyse freudienne presse,https://www.cairn.info/revue-analyse-freudienne-presse.htm
2213-6320,International Journal of Epilepsy,international journal of epilepsy,https://www.sciencedirect.com/journal/international-journal-of-epilepsy
1570-1727,Journal of Academic Ethics,journal of academic ethics,https://www.springer.com/journal/10805
1225-4886,Korean Journal of Adult Nursing,korean journal of adult nursing,https://kjan.or.kr/
0967-0734,Human Resource Management International Digest,human resource management international digest,https://www.emerald.com/insight/publication/issn/0967-0734
1340-766X,The Brain & Neural Networks,the brain & neural networks,https://www.hopkinsmedicine.org/health/conditions-and-diseases/anatomy-of-the-brain
1568-0088,"Current Drug Targets - Immune, Endocrine & Metabolic Disorders","current drug targets - immune, endocrine & metabolic disorders",https://benthamscience.com/journals/endocrine-metabolic-and-immune-disorders-drug-targets/
1747-9894,"International Journal of Migration, Health and Social Care","international journal of migration, health and social care",https://www.emeraldgrouppublishing.com/journal/ijmhsc
1676-546X,Semina: Ciências Agrárias,semina: ciências agrárias,https://www.uel.br/revistas/uel/index.php/semagrarias
2152-906X,Regions and Cohesion,regions and cohesion,https://www.berghahnjournals.com/view/journals/regions-and-cohesion/regions-and-cohesion-overview.xml
0097-6156,Nuclear Site Remediation,nuclear site remediation,https://www.iaea.org/topics/radiological-environmental-remediation
1477-3996,Policy and Practice in Health and Safety,policy and practice in health and safety,https://www.tandfonline.com/toc/tphs20/current
0302-9743,Applications of Declarative Programming and Knowledge Management,applications of declarative programming and knowledge management,https://link.springer.com/book/10.1007/b135595
0934-6694,Operative Orthop�die und Traumatologie,operative orthop�die und traumatologie,https://www.springer.com/journal/64
2234-3040,The East Asian Journal of Business Management,the east asian journal of business management,https://publons.com/journal/90879/east-asian-journal-of-business-management/
0302-9743,Federated Learning,federated learning,http://ai.googleblog.com/2017/04/federated-learning-collaborative.html
0148-639X,Muscle AND Nerve,muscle and nerve,https://onlinelibrary.wiley.com/journal/10974598
0066-622X,Architectural History,architectural history,https://www.cambridge.org/core/journals/architectural-history
0065-2598,Intelligent Orthopaedics,intelligent orthopaedics,https://link.springer.com/book/10.1007/978-981-13-1396-7
0075-8434,Familles de Cycle Algébriques-Schéma de Chow,familles de cycle algébriques-schéma de chow,https://link.springer.com/book/10.1007/BFb0091696
1475-4916,Homeopathy,homeopathy,https://www.nccih.nih.gov/health/homeopathy
0888-6008,Breast Disease,breast disease,https://medlineplus.gov/breastdiseases.html
1572-0373,Symbol Grounding,symbol grounding,http://www.scholarpedia.org/article/Symbol_grounding_problem
0031-0808,Panminerva Medica,panminerva medica,https://www.minervamedica.it/en/journals/panminerva-medica/
1878-1373,Journal of International Humanitarian Legal Studies,journal of international humanitarian legal studies,https://brill.com/ihls
0075-8434,Séminaire de Probabilités XXIV 1988/89,séminaire de probabilités xxiv 1988/89,https://link.springer.com/book/10.1007/BFb0083752
0075-8434,Holomorphic Dynamics,holomorphic dynamics,http://pcwww.liv.ac.uk/~lrempe/workshops/liv_jan_08/handout_lecture_1.pdf
2152-7857,The International Journal of Sport and Society,the international journal of sport and society,https://cgscholar.com/bookstore/cgrn/282/287
0302-9743,Agents and Data Mining Interaction,agents and data mining interaction,https://link.springer.com/book/10.1007/978-3-319-20230-3
0302-9743,Monotonicity in Logic and Language,monotonicity in logic and language,https://link.springer.com/book/10.1007/978-3-662-62843-0
0075-8434,Conical Refraction and Higher Microlocalization,conical refraction and higher microlocalization,https://link.springer.com/book/10.1007/BFb0084678
0167-6768,Netherlands Yearbook of International Law 2015,netherlands yearbook of international law 2015,https://link.springer.com/book/10.1007/978-94-6265-114-2
0302-9743,"Language, Data, and Knowledge","language, data, and knowledge",http://2021.ldk-conf.org/
0302-9743,Unconventional Programming Paradigms,unconventional programming paradigms,https://link.springer.com/book/10.1007/11527800
0097-6156,Plutonium Chemistry,plutonium chemistry,https://www.rsc.org/periodic-table/element/94/plutonium
0097-6156,Field Responsive Polymers,field responsive polymers,https://pubs.rsc.org/en/content/articlelanding/2017/py/c6py01455k
0097-6156,Spices,spices,https://www.masterclass.com/articles/a-list-of-the-27-essential-cooking-spices-you-need-to-know
0959-6410,Islam and Christian-Muslim Relations,islam and christian-muslim relations,https://www.tandfonline.com/toc/cicm20/current
0097-6156,Biogeochemistry of Environmentally Important Trace Elements,biogeochemistry of environmentally important trace elements,https://pubs.acs.org/isbn/9780841238053
0301-5556,The Feeding System of the Pigeon (Columba livia L.),the feeding system of the pigeon (columba livia l.),https://www.springer.com/gp/book/9783540113324
0302-9743,"HCI International 2020 – Late Breaking Papers: Interaction, Knowledge and Social Media","hci international 2020 – late breaking papers: interaction, knowledge and social media",https://link.springer.com/book/10.1007/978-3-030-60152-2
0302-9743,"Social Computing and Social Media. Participation, User Experience, Consumer Experience, and Applications of Social Computing","social computing and social media. participation, user experience, consumer experience, and applications of social computing",https://link.springer.com/book/10.1007/978-3-030-49576-3
0097-6156,Progress in Silicones and Silicone-Modified Materials,progress in silicones and silicone-modified materials,https://pubs.acs.org/isbn/9780841225596
0957-6851,Vagueness and Elasticity of 'Sort of' in TV Discussion Discourse in the Asian Pacific,vagueness and elasticity of 'sort of' in tv discussion discourse in the asian pacific,https://benjamins.com/catalog/japc.29.1
0081-3869,Dynamical Properties of IV-VI Compounds,dynamical properties of iv-vi compounds,https://link.springer.com/book/10.1007/BFb0041363
1865-0929,"Big Scientific Data Benchmarks, Architecture, and Systems","big scientific data benchmarks, architecture, and systems",https://link.springer.com/book/10.1007/978-981-13-5910-1
0075-8434,Equivariant K-Theory and Freeness of Group Actions on C*-Algebras,equivariant k-theory and freeness of group actions on c*-algebras,https://www.springer.com/gp/book/9783540182771
0065-2598,The Multiple Therapeutic Targets of A20,the multiple therapeutic targets of a20,https://pubmed.ncbi.nlm.nih.gov/25302360/
2090-0430,Autoimmune Diseases,autoimmune diseases,https://www.healthline.com/health/autoimmune-disorders
0021-4663,Aeronautical and Space Sciences Japan,aeronautical and space sciences japan,https://www.jsass.or.jp/webe/
0075-8434,Commutative Coherent Rings,commutative coherent rings,https://link.springer.com/book/10.1007/BFb0084570
0007-0610,BDJ,bdj,https://www.blackrock.com/us/individual/products/240225/blackrock-enhanced-equity-dividend-trust-usd-fund
1095-5046,Journal of Radio Studies,journal of radio studies,https://www.tandfonline.com/toc/hjrs19/4/1
0097-6156,Characterization and Measurement of Flavor Compounds,characterization and measurement of flavor compounds,https://www.worldcat.org/title/characterization-and-measurement-of-flavor-compounds/oclc/990455935
1570-1808,Letters in Drug Design & Discovery,letters in drug design & discovery,https://benthamscience.com/journals/letters-in-drug-design-and-discovery/
0303-4216,High-Resolution Laser Spectroscopy,high-resolution laser spectroscopy,https://link.springer.com/book/10.1007/3-540-07719-7
0302-9743,Systems of Reductions,systems of reductions,https://mathworld.wolfram.com/ReductionSystem.html
2040-7459,"Research Journal of Applied Sciences, Engineering and Technolog","research journal of applied sciences, engineering and technolog",https://maxwellsci.com/jp/j2p.php?jid=RJASET
0302-9743,"Future Tendencies in Computer Science, Control and Applied Mathematics","future tendencies in computer science, control and applied mathematics",https://link.springer.com/book/10.1007/3-540-56320-2
1464-8989,Zieschang Gedenkschrift,zieschang gedenkschrift,https://msp.org/gtm/2008/14/
0266-903X,Oxford Review of Economic Policy,oxford review of economic policy,https://academic.oup.com/oxrep
0003-0147,The American Naturalist,the american naturalist,https://www.journals.uchicago.edu/toc/an/current
1612-4804,International Economics and Economic Policy,international economics and economic policy,https://www.springer.com/journal/10368
0032-2687,Policy Sciences,policy sciences,https://www.springer.com/journal/11077
1748-3387,Nature Nanotechnology,nature nanotechnology,https://www.nature.com/nnano/
1474-7049,Evolutionary Psychology,evolutionary psychology,https://plato.stanford.edu/entries/evolutionary-psychology/
1537-7814,The Journal of the Gilded Age and Progressive Era,the journal of the gilded age and progressive era,https://www.cambridge.org/core/journals/journal-of-the-gilded-age-and-progressive-era
1084-4309,ACM Transactions on Design Automation of Electronic Systems,acm transactions on design automation of electronic systems,https://dl.acm.org/journal/todaes
0022-0833,Journal of Engineering Mathematics,journal of engineering mathematics,https://www.springer.com/journal/10665
0217-751X,International Journal of Modern Physics A,international journal of modern physics a,https://www.worldscientific.com/worldscinet/ijmpa
1369-1066,Venture Capital,venture capital,https://www.investopedia.com/terms/v/venturecapital.asp
1380-3743,Molecular Breeding,molecular breeding,https://www.springer.com/journal/11032
