Issn,journal_name
0887-3631,Journal of Cultural Geography
1434-6621,Clinical Chemical Laboratory Medicine
1659-407X,Revista Ciencias Marinas y Costeras
1864-9718,Der Kardiologe
2074-2835,Southern African Journal of Gynaecological Oncology
1545-5955,IEEE Transactions on Automation Science and Engineering
0924-3046,Advanced Composite Materials
0914-6024,Spinal Surgery
1045-3172,British Journal of Management
2304-3881,HepatoBiliary Surgery and Nutrition
1757-7853,Orthopaedic Surgery
1354-6783,Thinking & Reasoning
0261-4294,Gifted Education International
0956-5361,Ancient Mesoamerica
1057-0314,Western Journal of Communication
1474-6778,International Journal of Environment and Sustainable Development
1474-6778,International Journal of Environment and Sustainable Development
0302-5144,Contributions to Nephrology
1865-035X,Logistics Research
0007-1323,BJS
0090-5917,Political Theory
1350-4509,International Journal of Sustainable Development & World Ecology
0914-4307,The Bulletin of the Japanese Bird Banding Association
0250-6335,Journal of Astrophysics and Astronomy
0232-704X,Annals of Global Analysis and Geometry
1671-2234,China & World Economy
2410-8731,"Pediatric Traumatology, Orthopaedics and Reconstructive Surgery"
2192-001X,International Journal of Developmental Science
1460-4086,Trauma
1085-7117,"Journal of Agricultural, Biological, and Environmental Statistics"
2322-5262,Annals of Colorectal Research
1613-3749,European Radiology Supplements
0263-9904,Romance Studies
1754-0739,Emotion Review
1751-9020,Sociology Compass
1537-1514,China-USA Business Review
0169-0965,Language and Cognitive Processes
0748-9633,Journal of Counseling & Development
1045-0300,German Politics and Society
0939-1533,Archive of Applied Mechanics (Ingenieur Archiv)
1940-753X,Perspectives on Communication Disorders and Sciences in Culturally and Linguistically Diverse (CLD) Populations
2234-8565,Journal of Cerebrovascular and Endovascular Neurosurgery
1865-0929,Digital Transformation and Global Society
1932-8184,IEEE Systems Journal
0720-6763,ABITECH
2314-498X,International Journal of Analysis
0370-0747,Polymers in Medicine
0161-0457,Scanning
0161-0457,Scanning
0065-2598,Tumor Immune Microenvironment in Cancer Progression and Cancer Therapy
1749-6535,Ethics and Social Welfare
1757-1871,Journal of Dance & Somatic Practices
1530-891X,Endocrine Practice
1472-9288,Thalamus & Related Systems
2090-9071,Journal of Chemistry
1367-7543,Progress in Neurology and Psychiatry
0302-9743,Algebraic and Proof-theoretic Aspects of Non-classical Logics
0302-9743,Parallel Problem Solving from Nature - PPSN XII
1122-8385,Journal of Structural Control
0340-3793,Applied physics
0065-2598,Breast Cancer Metastasis and Drug Resistance
1229-8557,International Journal of Precision Engineering and Manufacturing
0016-7398,Geographical Journal
0302-9743,Transactions on Computational Science XIV
1466-8203,The Journal of Adult Protection
2093-5919,Journal of Climate Change Research
0075-8434,Lectures in Set Theory with Particular Emphasis on the Method of Forcing
1611-6607,Applied Economics Quarterly
2251-9130,International Cardivascular Research Journal
2251-9130,International Cardivascular Research Journal
0075-8434,Tutorials in Mathematical Biosciences II
0866-7144,Vietnam Journal of Chemistry
1746-5680,Society and Business Review
1746-8841,Primary Care and Community Psychiatry
0075-8434,Optimization and Optimal Control
0097-6156,Polymers from Renewable Resources
0935-3518,Historical Linguistics
0097-6156,Assessing Exposures and Reducing Risks to People from the Use of Pesticides
0097-6156,Monitoring Toxic Substances
0097-6156,Nutritional Bioavailability of Zinc
1995-0756,Advances in Environmental Biology
1865-0929,Mathematical Modeling of Technological Processes
1877-9751,"Corpus Approaches to Language, Thought and Communication"
0302-9743,Transactions on Computational Science XXXIII
0302-9743,Generative and Transformational Techniques in Software Engineering II
0075-8434,Algebroid Curves in Positive Characteristic
0167-3831,Grotia
1865-0929,Well-Being in the Information Society. Fruits of Respect
0303-1179,Astérisque
1860-949X,Intuitionistic Fuzziness and Other Intelligent Theories and Their Applications
1973-9664,Hot Topics in Rrespiratory Medicine
0302-9743,Computational Combinatorial Optimization
0097-6156,Controlled Radical Polymerization: Materials
0065-2598,"Acid Proteases: Structure, Function, and Biology"
1024-5332,Hematology
0081-3869,Diffraction Radiation from Relativistic Particles
0075-8434,Géométrie et théorie des groupes
0302-9743,Formal Techniques for Computer Systems and Business Processes
0067-2904,Iraqi Journal of Science
1874-8767,Multilingualism in the drama of Shakespeare and his contemporaries
0070-8356,Status and Dynamics of Forests in Germany
1995-2880,OECD Journal: Journal of Business Cycle Measurement and Analysis
0097-6156,Petroleum-Derived Carbons
0075-8434,Normal Approximation — Some Recent Advances
0302-9743,Information Visualization
0075-8434,Méthode Simpliciale en Algèbre Homologique et Algèbre Commutative
0975-4350,Global Journal of Computer Science and Technology
1359-6535,Antiviral Therapy
0007-1285,The British Journal of Radiology
1075-8216,Problems of Post-Communism
0019-9567,Infection and Immunity
0925-1030,Analog Integrated Circuits and Signal Processing
1759-4774,Nature Reviews Clinical Oncology
0957-5146,Early Years
2236-3459,História da Educação
1474-905X,Photochemical & Photobiological Sciences
1542-1406,Molecular Crystals and Liquid Crystals
0302-766X,Zeitschrift f�r Zellforschung und Mikroskopische Anatomie
1068-1620,Russian Journal of Bioorganic Chemistry
0731-5724,Journal of the American College of Nutrition
0147-8389,Pacing and Clinical Electrophysiology
1614-2942,Tree Genetics & Genomes
1941-2711,Journal of Aerosol Medicine and Pulmonary Drug Delivery
0739-1102,Journal of Biomolecular Structure and Dynamics
1530-5058,International Journal of Testing
1096-2409,Professional School Counseling
1341-9463,AIJ Journal of Technology and Design
0023-6837,Laboratory Investigation
0732-8818,Experimental Techniques
1662-4025,Obesity Facts
0017-6192,HNO
1389-224X,The Journal of Agricultural Education and Extension
0922-6567,Machine Translation
0950-6764,Development Policy Review
0898-2643,Journal of Aging and Health
0736-6205,BioTechniques
0340-7594,"Journal of Comparative Physiology A: Sensory, Neural, and Behavioral Physiology"
1682-6957,Iranian Journal of Physics Research
1738-3536,Tuberculosis and Respiratory Diseases
0005-2086,Avian Diseases
0164-7970,New Directions for Student Services
0302-9743,Graph Drawing and Network Visualization
1742-7541,International Journal of Trade and Global Markets
1355-008X,Endocrine
1095-5674,The Journal of the Torrey Botanical Society
0302-9743,Electronic Government
0305-7240,Journal of Moral Education
0302-9743,Pattern Recognition
0016-7932,Geomagnetism and Aeronomy
1382-340X,International Negotiation
1585-8553,Community Ecology
0965-4313,European Planning Studies
1475-3820,Bulletin of Spanish Studies
1076-2175,Gifted Child Today
0288-2043,Radiation Medicine
0012-2017,Dialectica
0003-4169,Annales de physique
1865-9284,Memetic Computing
0003-3146,Die Angewandte Makromolekulare Chemie
0884-0431,Journal of Bone and Mineral Research
0378-2697,�sterreichische Botanische Zeitschrift
1404-6091,Central Asia and The Caucasus
1749-4907,"Journal for the Study of Religion, Nature and Culture"
2161-4717,International Journal of Astronomy and Astrophysics
1042-9832,Random Structures & Algorithms
0163-2787,Evaluation & the Health Professions
0047-2379,Journal of Drug Education
0075-8434,Differential Geometry and Differential Equations
1576-5962,Revista de Psicología del Trabajo y de las Organizaciones
1683-478X,Asian Anthropology
1757-1170,International Journal of Computational Economics and Econometrics
0302-9743,"Abstract State Machines, Alloy, B, TLA, VDM, and Z"
0218-1967,International Journal of Algebra and Computation
1931-5260,International Journal of Vegetable Science
1350-486X,Applied Mathematical Finance
1568-7759,Phenomenology and the Cognitive Sciences
2093-9868,Biomedical Engineering Letters
1030-9616,Accounting Research Journal
1947-8429,International Journal of Knowledge Society Research
1522-886X,Journal of New Seeds
1857-5749,Macedonian Journal of Medical Sciences
0065-2598,Biochemical and Biophysical Roles of Cell Surface Molecules
1865-0929,Intelligent Interactive Technologies and Multimedia
1198-2241,Canadian Respiratory Journal
1059-0161,Journal of Archaeological Research
0302-9743,Formal Techniques for Networked and Distributed Systems - FORTE 2006
2164-8034,Information & Culture
0075-8434,Local Analysis of Selberg's Trace Formula
0379-0479,Indian Journal of Cryogenics
1054-1373,"Illness, Crisis, & Loss"
0302-9743,Medical Image Computing and Computer-Assisted Intervention − MICCAI 2017
0302-9743,Multidisciplinary Research and Practice for Information Systems
1687-8477,International Journal of Zoology
1939-0580,COMMUNICATION on CONTEMPORARY ANTHROPOLOGY
1865-0929,Altmetrics for Research Outputs Measurement and Scholarly Information Management
2011-7663,Revista Finanzas y Política Económica
0703-0428,Urban History Review
1743-3541,"Water Pollution VIII: Modelling, Monitoring and Management"
1392-1630,Town Planning and Architecture
0302-9743,Mathematical Foundations of Computer Science 1981
2307-4108,Kuwait Journal of Science
1077-727X,Family and Consumer Sciences Research Journal
0302-9743,Future Internet – FIS 2008
1752-7716,International Journal Of Transitional Justice
2215-910X,Suma de Negocios
0302-9743,Networked Group Communication
0302-9743,High Performance Computing – HiPC 2005
0027-254X,Focused Issue: The San Juan Basin
0302-5144,Hemoperfusion
1526-744X,Nephrology Nursing Journal
0097-6156,Online Course Development and the Effect on the On-Campus Classroom
1018-2101,"Ethnography, discourse, and hegemony"
1865-0929,Power Electronics and Instrumentation Engineering
0075-8434,Construction of Global Lyapunov Functions Using Radial Basis Functions
0302-9743,"Network-Based Parallel Computing. Communication, Architecture, and Applications"
1865-0929,Advances in Optimization and Applications
0097-6156,Advances in Fluorine-Containing Polymers
0097-6156,Hydrogen: Production and Marketing
0075-8434,Séminaire d’Algèbre Paul Dubreil Paris 1975–1976 (29ème Année)
1087-2981,Medical Education Online
0971-3573,ANNALS OF PLANT PROTECTION SCIENCES
0075-8434,Stochastic Biomathematical Models
0170-8643,Optimal Linear Controller Design for Periodic Inputs
0077-0892,Calcium Phosphates in Oral Biology and Medicine
0065-2598,Nanomaterial
1752-5195,Oxonomics
0068-0346,Mathematics as a Tool
2249-1570,International Journal of Food and Fermentation technology
0890-3069,Arid Soil Research and Rehabilitation
0075-8442,"Lectures on Inequality, Poverty and Welfare"
2210-4119,Dialogic Matters
0377-5305,the Singapore family physician
0928-1231,Pharmacy World amp; Science
0065-2598,Advances In Experimental Medicine And Biology
0016-7649,Journal of the Geological Society
0004-6280,Publications of the Astronomical Society of the Pacific
0094-8276,Geophysical Research Letters
0011-183X,Crop Science
0937-3462,International Urogynecology Journal
0947-8965,Der Onkologe
1866-9956,Cognitive Computation
0914-2843,JAPANESE JOURNAL OF MULTIPHASE FLOW
1535-7163,Molecular Cancer Therapeutics
0034-3404,Regional Studies
1356-1294,Journal of Evaluation in Clinical Practice
1863-2297,Seminars in Immunopathology
1866-1033,Radiopraxis
1066-8969,International Journal of Surgical Pathology
0934-8387,Pneumologie
2319-2399,"IOSR Journal of Environmental Science, Toxicology and Food Technology"
0964-4563,Tobacco Control
0265-0568,Natural Product Reports
0922-6443,Real-Time Systems
0066-4219,Annual Review of Medicine
0302-9743,Supercomputing
1468-215X,Medical Humanities
0266-4909,Journal of Computer Assisted Learning
0003-150X,Journal AWWA
1861-8200,Journal of Real-Time Image Processing
0985-3111,Geodinamica Acta
1540-4196,Metabolic Syndrome and Related Disorders
1984-879X,Nucleus Animalium
0173-9565,Marine Ecology
0173-9565,Marine Ecology
2042-7530,E-Learning and Digital Media
0965-254X,Journal of Strategic Marketing
1071-1007,Foot & Ankle International
2162-531X,Advances in Materials Physics and Chemistry
1547-4771,Physics of Particles and Nuclei Letters
0894-0347,Journal of the American Mathematical Society
1025-6016,Isotopes in Environmental and Health Studies
1865-0929,Life System Modeling and Simulation
1520-7552,Diabetes/Metabolism Research and Reviews
1747-8405,International Journal of Security and Networks
1092-7697,International Journal of Historical Archaeology
0162-9778,Journal of Baltic Studies
1591-8890,Clinical and Experimental Medicine
1743-2200,Material Religion
1534-8644,Clinical Reviews in Bone and Mineral Metabolism
1045-4438,Journal of Applied Aquaculture
0302-9743,Fun with Algorithms
0039-3169,Studia Geophysica et Geodætica
0891-1762,Journal of Global Marketing
0302-9743,Graph Grammars and Their Application to Computer Science
0163-4445,Journal of Family Therapy
1548-0755,Planning & Environmental Law
0289-8063,STRUCTURAL ENGINEERING / EARTHQUAKE ENGINEERING
1744-1366,Ecclesiology
1049-0965,Political Science and Politics
0010-7549,Contemporary Psychology: A Journal of Reviews
1913-8059,"Journal of Leadership, Accountability and Ethics"
1995-4212,"Polymer Science, Series D"
1741-1122,Journal of Policy and Practice in Intellectual Disabilities
1318-3222,Javnost - The Public
1994-1617,Аутизм и нарушения развития
1040-8371,Critical Reviews in Computed Tomography
0933-5846,Archiv für Mathematische Logik und Grundlagenforschung
