Journal Title,ISSN,Reason,Journal Title Normalized,URL,Data Source,added,Remove_Date,Add_Date,reason_category
Revista de Neuro-Psiquiatria,0034-8597,Still in DOAJ index,revista de neuro-psiquiatria,,DOAJ,1.0,1300-01-01 00:00:00,2020-11-11 00:00:00,interesting reason
Revista de Odontopediatria Latinoamericana,2174-0798,Still in DOAJ index,revista de odontopediatria latinoamericana,http://www.revistaodontopediatria.org/,DOAJ,1.0,1300-01-01 00:00:00,2017-01-31 00:00:00,interesting reason
Revista de Osteoporosis y Metabolismo Mineral,1889-836X,Still in DOAJ index,revista de osteoporosis y metabolismo mineral,http://revistadeosteoporosisymetabolismomineral.com/,DOAJ,1.0,1300-01-01 00:00:00,2018-07-07 00:00:00,interesting reason
Revista de Pedagogie,0034-8678,Still in DOAJ index,revista de pedagogie,http://revped.ise.ro/,DOAJ,1.0,1300-01-01 00:00:00,2017-12-07 00:00:00,interesting reason
Revista de Pesquisa e Educação Jurídica,2525-9636,Still in DOAJ index,revista de pesquisa e educação jurídica,http://indexlaw.org/index.php/rpej/index,DOAJ,1.0,1300-01-01 00:00:00,2017-10-22 00:00:00,interesting reason
Revista de Pesquisa em Saúde,2179-6238,Still in DOAJ index,revista de pesquisa em saúde,http://www.periodicoseletronicos.ufma.br/index.php/revistahuufma,DOAJ,1.0,1300-01-01 00:00:00,2018-03-09 00:00:00,interesting reason
"Revista de Política Judiciária, Gestão e Administração da Justiça",2525-9822,Still in DOAJ index,"revista de política judiciária, gestão e administração da justiça",http://indexlaw.org/index.php/revistapoliticiajudiciaria/index,DOAJ,1.0,1300-01-01 00:00:00,2017-10-09 00:00:00,interesting reason
Revista de Políticas Públicas,0104-8740,Still in DOAJ index,revista de políticas públicas,http://www.periodicoseletronicos.ufma.br/index.php/rppublica,DOAJ,1.0,1300-01-01 00:00:00,2017-03-27 00:00:00,interesting reason
Revista de Políticas Públicas e Segurança Social,2594-3855,Still in DOAJ index,revista de políticas públicas e segurança social,,DOAJ,1.0,1300-01-01 00:00:00,2018-02-09 00:00:00,interesting reason
Revista de Poética Medieval,1137-8905,Still in DOAJ index,revista de poética medieval,https://recyt.fecyt.es/index.php/revpm/index,DOAJ,1.0,1300-01-01 00:00:00,2021-01-05 00:00:00,interesting reason
"Revista de Processo, Jurisdição e Efetividade da Justiça",2525-9814,Still in DOAJ index,"revista de processo, jurisdição e efetividade da justiça",http://indexlaw.org/index.php/revistaprocessojurisdicao/issue/archive,DOAJ,1.0,1300-01-01 00:00:00,2017-10-09 00:00:00,interesting reason
Revista de Propriedade Intelectual,2316-8080,Still in DOAJ index,revista de propriedade intelectual,,DOAJ,1.0,1300-01-01 00:00:00,2018-09-19 00:00:00,interesting reason
Revista de Protección Vegetal,1010-2752,Still in DOAJ index,revista de protección vegetal,http://revistas.censa.edu.cu/index.php/RPV/index,DOAJ,1.0,1300-01-01 00:00:00,2019-08-05 00:00:00,interesting reason
Revista de Psicologia,0102-1222,Still in DOAJ index,revista de psicologia,http://periodicos.ufc.br/psicologiaufc,DOAJ,1.0,1300-01-01 00:00:00,2017-07-03 00:00:00,interesting reason
Revista de Psicologia da IMED,2175-5027,Still in DOAJ index,revista de psicologia da imed,http://seer.imed.edu.br/index.php/revistapsico,DOAJ,1.0,1300-01-01 00:00:00,2014-11-11 00:00:00,interesting reason
Revista de Psicología Aplicada al Deporte y al Ejercicio Físico,2530-3910,Still in DOAJ index,revista de psicología aplicada al deporte y al ejercicio físico,https://www.revistapsicologiaaplicadadeporteyejercicio.org,DOAJ,1.0,1300-01-01 00:00:00,2019-08-05 00:00:00,interesting reason
Revista de Psicología Clínica con Niños y Adolescentes,2340-8340,Still in DOAJ index,revista de psicología clínica con niños y adolescentes,http://www.revistapcna.com/,DOAJ,1.0,1300-01-01 00:00:00,2015-02-03 00:00:00,interesting reason
Revista de Psicología y Ciencias del Comportamiento de la Unidad Académica de Ciencias Jurídicas y Sociales,2007-1833,Still in DOAJ index,revista de psicología y ciencias del comportamiento de la unidad académica de ciencias jurídicas y sociales,http://www.revistapcc.uat.edu.mx/index.php/RPC,DOAJ,1.0,1300-01-01 00:00:00,2017-06-09 00:00:00,interesting reason
"Revista de Relaciones Internacionales, Estrategia y Seguridad",1909-3063,Still in DOAJ index,"revista de relaciones internacionales, estrategia y seguridad",https://revistas.unimilitar.edu.co/index.php/ries/index,DOAJ,1.0,1300-01-01 00:00:00,2018-03-07 00:00:00,interesting reason
Revista de Salud Animal,0253-570X,Still in DOAJ index,revista de salud animal,http://revistas.censa.edu.cu/index.php/RSA/index,DOAJ,1.0,1300-01-01 00:00:00,2019-08-23 00:00:00,interesting reason
Revista de Salud Pública del Paraguay,2224-6193,Still in DOAJ index,revista de salud pública del paraguay,,DOAJ,1.0,1300-01-01 00:00:00,2020-01-06 00:00:00,interesting reason
Revista de Saúde,2179-2739,Still in DOAJ index,revista de saúde,http://editora.universidadedevassouras.edu.br/index.php/RS,DOAJ,1.0,1300-01-01 00:00:00,2016-11-01 00:00:00,interesting reason
Revista de Saúde Pública do Paraná,2595-4474,Still in DOAJ index,revista de saúde pública do paraná,http://revista.escoladesaude.pr.gov.br/index.php/rspp,DOAJ,1.0,1300-01-01 00:00:00,2019-01-29 00:00:00,interesting reason
Revista de Sistemas e Computação,2237-2903,Still in DOAJ index,revista de sistemas e computação,https://revistas.unifacs.br/index.php/rsc,DOAJ,1.0,1300-01-01 00:00:00,2019-04-27 00:00:00,interesting reason
"Revista de Sistemas, Cibernética e Informática",1690-8627,Still in DOAJ index,"revista de sistemas, cibernética e informática",http://www.iiisci.org/journal/risci/,DOAJ,1.0,1300-01-01 00:00:00,2018-01-21 00:00:00,interesting reason
"Revista de Sociologia, Antropologia e Cultura Jurídica",2526-0251,Still in DOAJ index,"revista de sociologia, antropologia e cultura jurídica",http://indexlaw.org/index.php/culturajuridica/index,DOAJ,1.0,1300-01-01 00:00:00,2017-12-01 00:00:00,interesting reason
Revista de Studii Financiare,2537-3714,Still in DOAJ index,revista de studii financiare,https://revista.isfin.ro/?lang=en,DOAJ,1.0,1300-01-01 00:00:00,2018-07-13 00:00:00,interesting reason
Revista de Teledetección,1133-0953,Still in DOAJ index,revista de teledetección,http://polipapers.upv.es/index.php/raet/index,DOAJ,1.0,1300-01-01 00:00:00,2014-10-07 00:00:00,interesting reason
Revista de Teoria da História,2175-5892,Still in DOAJ index,revista de teoria da história,https://www.revistas.ufg.br/teoria/about,DOAJ,1.0,1300-01-01 00:00:00,2020-10-09 00:00:00,interesting reason
Revista de Teorias da Democracia e Direitos Políticos,2525-9660,Still in DOAJ index,revista de teorias da democracia e direitos políticos,http://indexlaw.org/index.php/revistateoriasdemocracia/index,DOAJ,1.0,1300-01-01 00:00:00,2018-02-08 00:00:00,interesting reason
"Revista de Teorias da Justiça, da Decisão e da Argumentação Jurídica",2525-9644,Still in DOAJ index,"revista de teorias da justiça, da decisão e da argumentação jurídica",http://indexlaw.org/index.php/revistateoriasjustica/index,DOAJ,1.0,1300-01-01 00:00:00,2017-11-21 00:00:00,interesting reason
Revista de Teorias e Filosofias do Estado,2525-9652,Still in DOAJ index,revista de teorias e filosofias do estado,http://indexlaw.org/index.php/revistateoriasfilosofias/index,DOAJ,1.0,1300-01-01 00:00:00,2017-11-10 00:00:00,interesting reason
Revista de Turismo Contemporâneo,2357-8211,Still in DOAJ index,revista de turismo contemporâneo,,DOAJ,1.0,1300-01-01 00:00:00,2017-04-03 00:00:00,interesting reason
Revista de Universidad y Sociedad del Conocimiento,1698-580X,Still in DOAJ index,revista de universidad y sociedad del conocimiento,http://rusc.uoc.edu/rusc/ca/index.php/rusc/index.html,DOAJ,1.0,1300-01-01 00:00:00,2016-10-28 00:00:00,interesting reason
Revista de la Academia,0717-1846,Still in DOAJ index,revista de la academia,http://revistas.academia.cl/index.php/academia,DOAJ,1.0,1300-01-01 00:00:00,2017-08-23 00:00:00,interesting reason
"Revista de la Academia Colombiana de Ciencias Exactas, Físicas y Naturales",0370-3908,Still in DOAJ index,"revista de la academia colombiana de ciencias exactas, físicas y naturales",https://raccefyn.co/,DOAJ,1.0,1300-01-01 00:00:00,2020-12-02 00:00:00,interesting reason
Revista de la Alad. Asociación Latinoamericana de Diabetes,2248-6518,Still in DOAJ index,revista de la alad. asociación latinoamericana de diabetes,https://www.revistaalad.com,DOAJ,1.0,1300-01-01 00:00:00,2021-02-18 00:00:00,interesting reason
Revista de la Asociación Española de Neuropsiquiatría,2340-2733,Still in DOAJ index,revista de la asociación española de neuropsiquiatría,http://www.revistaaen.es/index.php/aen/about,DOAJ,1.0,1300-01-01 00:00:00,2021-10-25 00:00:00,interesting reason
Revista de la Asociación Argentina de Ortopedia y Traumatologia,1515-1786,Still in DOAJ index,revista de la asociación argentina de ortopedia y traumatologia,http://ojs.aaot.org.ar,DOAJ,1.0,1300-01-01 00:00:00,2017-01-17 00:00:00,interesting reason
Revista de la Asociación Española de Investigación de la Comunicación,2341-2690,Still in DOAJ index,revista de la asociación española de investigación de la comunicación,http://www.revistaeic.eu/,DOAJ,1.0,1300-01-01 00:00:00,2020-08-24 00:00:00,interesting reason
Revista de la Escuela Superior de Guerra Naval,2309-8937,Still in DOAJ index,revista de la escuela superior de guerra naval,,DOAJ,1.0,1300-01-01 00:00:00,2020-06-03 00:00:00,interesting reason
Revista de la Escuela de Ciencias de la Educación,1851-6297,Still in DOAJ index,revista de la escuela de ciencias de la educación,,DOAJ,1.0,1300-01-01 00:00:00,2020-05-11 00:00:00,interesting reason
Revista de la Facultad de Ciencias,0121-747X,Still in DOAJ index,revista de la facultad de ciencias,https://revistas.unal.edu.co/index.php/rfc,DOAJ,1.0,1300-01-01 00:00:00,2017-10-08 00:00:00,interesting reason
Revista de la Facultad de Ciencias Agropecuarias,1692-9454,Still in DOAJ index,revista de la facultad de ciencias agropecuarias,https://editorial.uniamazonia.edu.co/index.php/fagropec,DOAJ,1.0,1300-01-01 00:00:00,2020-10-13 00:00:00,interesting reason
Revista de la Facultad de Ciencias Económicas,1668-6357,Still in DOAJ index,revista de la facultad de ciencias económicas,http://revistas.unne.edu.ar/index.php/rfce/index,DOAJ,1.0,1300-01-01 00:00:00,2018-03-01 00:00:00,interesting reason
Revista de la Facultad de Ciencias Médicas de Córdoba,0014-6722,Still in DOAJ index,revista de la facultad de ciencias médicas de córdoba,https://revistas.unc.edu.ar/index.php/med/,DOAJ,1.0,1300-01-01 00:00:00,2019-05-05 00:00:00,interesting reason
Revista de la Facultad de Derecho,0797-8316,Still in DOAJ index,revista de la facultad de derecho,http://revista.fder.edu.uy/index.php/rfd,DOAJ,1.0,1300-01-01 00:00:00,2014-07-24 00:00:00,interesting reason
Revista de la Facultad de Medicina Humana,1814-5469,Still in DOAJ index,revista de la facultad de medicina humana,http://revistas.urp.edu.pe/index.php/RFMH,DOAJ,1.0,1300-01-01 00:00:00,2019-05-23 00:00:00,interesting reason
Revista de la Red de Intercátedras de Historia de América Latina Contemporánea,2250-7264,Still in DOAJ index,revista de la red de intercátedras de historia de américa latina contemporánea,https://revistas.unc.edu.ar/index.php/RIHALC/index,DOAJ,1.0,1300-01-01 00:00:00,2017-05-18 00:00:00,interesting reason
Revista de la Secretaría del Tribunal Permanente de Revisión,2307-5163,Still in DOAJ index,revista de la secretaría del tribunal permanente de revisión,http://www.revistastpr.com/index.php/rstpr,DOAJ,1.0,1300-01-01 00:00:00,2015-10-07 00:00:00,interesting reason
Revista de la Sociedad Argentina de Diabetes,0325-5247,Still in DOAJ index,revista de la sociedad argentina de diabetes,https://revistasad.com/index.php/diabetes/index,DOAJ,1.0,1300-01-01 00:00:00,2020-08-12 00:00:00,interesting reason
Revista de la Sociedad Científica del Paraguay,0379-9123,Still in DOAJ index,revista de la sociedad científica del paraguay,,DOAJ,1.0,1300-01-01 00:00:00,2019-07-02 00:00:00,interesting reason
Revista de la Universidad Industrial de Santander. Salud,2145-8464,Still in DOAJ index,revista de la universidad industrial de santander. salud,https://revistas.uis.edu.co/index.php/revistasaluduis,DOAJ,1.0,1300-01-01 00:00:00,2016-10-26 00:00:00,interesting reason
Revista de la Unión Matemática Argentina,0041-6932,Still in DOAJ index,revista de la unión matemática argentina,http://inmabb.criba.edu.ar/revuma/,DOAJ,1.0,1300-01-01 00:00:00,2020-04-15 00:00:00,interesting reason
Revista de las Cortes Generales,0213-0130,Still in DOAJ index,revista de las cortes generales,https://revista.cortesgenerales.es/rcg,DOAJ,1.0,1300-01-01 00:00:00,2020-03-25 00:00:00,interesting reason
Revista de Știinţe Educaţiei,1454-7678,Still in DOAJ index,revista de știinţe educaţiei,https://rse.uvt.ro/,DOAJ,1.0,1300-01-01 00:00:00,2019-11-01 00:00:00,interesting reason
Revista de Știinţe Politice şi Relaţii Internaţionale,1584-1723,Still in DOAJ index,revista de știinţe politice şi relaţii internaţionale,https://journalrspri.wixsite.com/journal,DOAJ,1.0,1300-01-01 00:00:00,2019-05-03 00:00:00,interesting reason
Revista del CISEN,2344-9594,Still in DOAJ index,revista del cisen,,DOAJ,1.0,1300-01-01 00:00:00,2018-04-21 00:00:00,interesting reason
Revista del Centro de Estudios Históricos de Granada y su Reino,2253-9263,Still in DOAJ index,revista del centro de estudios históricos de granada y su reino,http://www.cehgr.es/revista/,DOAJ,1.0,1300-01-01 00:00:00,2016-03-01 00:00:00,interesting reason
Revista del Centro de Estudios de Sociología del Trabajo,1852-4648,Still in DOAJ index,revista del centro de estudios de sociología del trabajo,https://ojs.econ.uba.ar/index.php/cesot,DOAJ,1.0,1300-01-01 00:00:00,2020-07-30 00:00:00,interesting reason
Revista del Hospital de Niños,0521-517X,Still in DOAJ index,revista del hospital de niños,http://revistapediatria.com.ar/,DOAJ,1.0,1300-01-01 00:00:00,2018-02-14 00:00:00,interesting reason
Revista del Instituto Riva-Agüero,2415-5896,Still in DOAJ index,revista del instituto riva-agüero,http://revistas.pucp.edu.pe/index.php/revistaira/issue/view/1229,DOAJ,1.0,1300-01-01 00:00:00,2017-08-16 00:00:00,interesting reason
"Revista del Instituto de Investigación de la Facultad de Minas, Metalurgia y Ciencias Geográficas",1561-0888,Still in DOAJ index,"revista del instituto de investigación de la facultad de minas, metalurgia y ciencias geográficas",https://revistasinvestigacion.unmsm.edu.pe/index.php/iigeo/index,DOAJ,1.0,1300-01-01 00:00:00,2020-04-04 00:00:00,interesting reason
Revista del Instituto de Medicina Tropical,1996-3696,Still in DOAJ index,revista del instituto de medicina tropical,http://scielo.iics.una.py/scielo.php?script=sci_serial&pid=1996-3696&lng=es&nrm=iso,DOAJ,1.0,1300-01-01 00:00:00,2019-02-10 00:00:00,interesting reason
Revista del Jardín Botánico Nacional,0253-5696,Still in DOAJ index,revista del jardín botánico nacional,http://www.rjbn.uh.cu/index.php/RJBN,DOAJ,1.0,1300-01-01 00:00:00,2018-05-18 00:00:00,interesting reason
Revista del Museo de La Plata,2545-6369,Still in DOAJ index,revista del museo de la plata,https://publicaciones.fcnym.unlp.edu.ar/rmlp/,DOAJ,1.0,1300-01-01 00:00:00,2019-02-02 00:00:00,interesting reason
Revista del Posgrado en Derecho de la UNAM,2007-5995,Still in DOAJ index,revista del posgrado en derecho de la unam,http://revistaderecho.posgrado.unam.mx/index.php/rpd,DOAJ,1.0,1300-01-01 00:00:00,2019-06-19 00:00:00,interesting reason
Revista do Curso de Direito do UNIFOR,2236-7632,Still in DOAJ index,revista do curso de direito do unifor,,DOAJ,1.0,1300-01-01 00:00:00,2016-03-28 00:00:00,interesting reason
Revista do Direito,0104-9496,Still in DOAJ index,revista do direito,https://online.unisc.br/seer/index.php/direito,DOAJ,1.0,1300-01-01 00:00:00,2019-11-14 00:00:00,interesting reason
Revista do Direito do Trabalho e Meio Ambiente do Trabalho,2525-9857,Still in DOAJ index,revista do direito do trabalho e meio ambiente do trabalho,http://indexlaw.org/index.php/revistadtmat/index,DOAJ,1.0,1300-01-01 00:00:00,2017-10-11 00:00:00,interesting reason
Revista do GEL,1806-4906,Still in DOAJ index,revista do gel,http://revistadogel.gel.org.br/rg/index,DOAJ,1.0,1300-01-01 00:00:00,2016-09-22 00:00:00,interesting reason
Revista do Gelne,2236-0883,Still in DOAJ index,revista do gelne,https://periodicos.ufrn.br/gelne,DOAJ,1.0,1300-01-01 00:00:00,2019-05-21 00:00:00,interesting reason
Revista do Instituto GeoGebra Internacional de São Paulo,2237-9657,Still in DOAJ index,revista do instituto geogebra internacional de são paulo,http://revistas.pucsp.br/IGISP/index,DOAJ,1.0,1300-01-01 00:00:00,2020-06-02 00:00:00,interesting reason
