,Journal_Title_Normalized,added,Journal Title,ISSN,Remove_Date,Add_Date,Reason,Data Source,URL,reason_category
14366,journal of universal college of medical sciences,False,Journal of Universal College of Medical Sciences,2091-2846,2017-02-28,1677-09-22,Journal not adhering to Best practice,DOAJ,http://www.suryaparajuli.com.np/index.php/journals/list-of-nepal-health-journal/156-journal-of-universal-college-of-medical-sciences,interesting reason
14367,journal of university of babylon,False,Journal of University of Babylon,1992-0652,2018-12-06,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://iasj.net/iasj/journal/162/about,interesting reason
14368,journal of visual art and design,False,Journal of Visual Art and Design,2337-5795,2019-08-26,1677-09-22,Journal not adhering to Best practice,DOAJ,https://lppm.itb.ac.id/id/jurnal-itb/journal-of-visual-art-and-design/,interesting reason
14369,journal of water and land development,False,Journal of Water and Land Development,2083-4535,2022-04-27,1677-09-22,Journal not adhering to Best practice,DOAJ,https://www.journals.pan.pl/jwld,interesting reason
14370,journal of water resource and protection,False,Journal of Water Resource and Protection, 1945-3094,2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.scirp.org/journal/JWARP/,interesting reason
14371,journal of water resources research,False,Journal of Water Resources Research,2166-6024,2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://agupubs.onlinelibrary.wiley.com/hub/journal/19447973/highlights,interesting reason
14372,"journal of wireless mobile networks, ubiquitous computing, and dependable applications",False,"Journal of Wireless Mobile Networks, Ubiquitous Computing, and Dependable Applications",2093-5374,2017-08-04,1677-09-22,Journal not adhering to Best Practice,DOAJ,https://typeset.io/journals/journal-of-wireless-mobile-networks-ubiquitous-computing-and-vs3why6i,interesting reason
14373,journal of women's health and gynecology,False,Journal of Women's Health and Gynecology,2379-6715,2020-11-18,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,http://www.jscholaronline.org/journals/journal-of-womens-health-and-gynecology/,interesting reason
14374,journal of world's poultry research,False,Journal of World's Poultry Research,2322-455X,2017-08-22,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://oaji.net/journal-detail.html?number=2246,interesting reason
14375,journal of young pharmacists,False,Journal of Young Pharmacists,0975-1483,2016-10-14,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://www.jyoungpharm.org/,interesting reason
14376,journal on english as a foreign language,False,Journal on English as a Foreign Language,2502-6615,2022-02-23,1677-09-22,Journal not adhering to Best practice,DOAJ,https://e-journal.iain-palangkaraya.ac.id/index.php/jefl,interesting reason
14377,"journal the winners: economics, business, management, and information system journal",False,"Journal the Winners: Economics, Business, Management, and Information System Journal",1412-1212,2020-04-10,1677-09-22,Journal not adhering to best practice,DOAJ,https://www.journament.com/journal/7201,interesting reason
14378,jppm (jurnal pengabdian dan pemberdayaan masyarakat),False,JPPM (Jurnal Pengabdian dan Pemberdayaan Masyarakat),2549-8347,2019-06-04,1677-09-22,Journal not adhering to Best practice,DOAJ,http://jurnalnasional.ump.ac.id/index.php/JPPM,interesting reason
14379,jptk (jurnal pendidikan teknologi dan kejuruan),False,JPTK (Jurnal Pendidikan Teknologi dan Kejuruan),0216-3241,2018-08-27,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://journal.uny.ac.id/index.php/jptk,interesting reason
14380,jsfk (jurnal sains farmasi dan klinis),False,JSFK (Jurnal Sains Farmasi dan Klinis),2407-7062,2018-09-14,1677-09-22,Journal not adhering to Best practice,DOAJ,http://jsfk.ffarmasi.unand.ac.id/,interesting reason
14381,jst (jurnal sains dan teknologi),False,JST (Jurnal Sains dan Teknologi),2303-3142,2018-08-27,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://jst.ejournal.unri.ac.id/index.php/JST,interesting reason
14382,jundishapur journal of chronic disease care,False,Jundishapur Journal of Chronic Disease Care,2322-4207,2019-10-04,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://brieflands.com/journals/jundishapur-journal-of-chronic-disease-care/,interesting reason
14383,jundishapur journal of health sciences,False,Jundishapur Journal of Health Sciences,2252-0627,2019-10-04,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://brieflands.com/journals/jundishapur-journal-of-health-sciences/,interesting reason
14384,jurisdictie: jurnal hukum dan syariah,False,Jurisdictie: Jurnal Hukum dan Syariah,2086-7549,2018-10-01,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,http://u.lipi.go.id/1465880977,interesting reason
14385,jurnal agribisnis indonesia,False,Jurnal Agribisnis Indonesia,2354-5690,2019-10-04,1677-09-22,Journal not adhering to Best practice,DOAJ,https://journal.ipb.ac.id/index.php/jagbi,interesting reason
14386,jurnal aisyah: jurnal ilmu kesehatan,False,Jurnal Aisyah: Jurnal Ilmu Kesehatan,2502-4825,2018-11-20,1677-09-22,Journal not adhering to Best practice,DOAJ,https://www.neliti.com/journals/aisyah-jurnal-ilmu-kesehatan,interesting reason
14387,jurnal berkala kesehatan,False,Jurnal Berkala Kesehatan,2477-3190,2018-12-03,1677-09-22,Journal not adhering to Best practice,DOAJ,https://ppjp.ulm.ac.id/journal/index.php/berkala-kesehatan,interesting reason
14388,jurnal bioedukatika,False,Jurnal Bioedukatika,2338-6630,2018-05-10,1677-09-22,Journal not adhering to Best practice,DOAJ,http://journal.uad.ac.id/index.php/BIOEDUKATIKA,interesting reason
14389,jurnal cakrawala hukum,False,Jurnal Cakrawala Hukum,2356-4962,2021-06-08,1677-09-22,Journal not adhering to Best practice,DOAJ,https://ejournal.up45.ac.id/index.php/cakrawala-hukum,interesting reason
14390,jurnal cakrawala pendas,False,Jurnal Cakrawala Pendas,2579-4442,2022-03-14,1677-09-22,Journal not adhering to Best practice,DOAJ,https://jurnal.unma.ac.id/index.php/CP,interesting reason
14391,jurnal capture,False,Jurnal Capture,2338-428X,2020-09-03,1677-09-22,Journal not adhering to best practice,DOAJ,https://jurnal.isi-ska.ac.id/index.php/capture,interesting reason
14392,jurnal cita hukum,False,Jurnal Cita Hukum,2502-230X,2022-02-23,1677-09-22,Journal not adhering to Best practice,DOAJ,https://journal.uinjkt.ac.id/index.php/citahukum,interesting reason
14393,jurnal dinamika sosial budaya,False,Jurnal Dinamika Sosial Budaya,1410-9859,2021-12-17,1677-09-22,Journal not adhering to Best practice,DOAJ,https://sinta3.kemdikbud.go.id/journals/profile/658,interesting reason
14394,jurnal edukasi,False,Jurnal Edukasi,2460-4917,2022-03-10,1677-09-22,Journal not adhering to Best practice,DOAJ,https://jurnaledukasikemenag.org/index.php/edukasi,interesting reason
14395,"jurnal eeccis (electrics, electronics, communications, controls, informatics, systems)",False,"Jurnal EECCIS (Electrics, Electronics, Communications, Controls, Informatics, Systems)",1978-3345,2020-05-15,1677-09-22,Journal not adhering to best practice,DOAJ,https://jurnaleeccis.ub.ac.id/index.php/eeccis,interesting reason
14396,jurnal ekonomi kuantitatif terapan,False,Jurnal Ekonomi Kuantitatif Terapan,2303-0186,2021-10-25,1677-09-22,Journal not adhering to Best practice,DOAJ,https://www.neliti.com/journals/jurnal-ekonomi-kuantitatif-terapan/catalogue,interesting reason
14397,jurnal el-hayah,False,Jurnal el-Hayah,2460-7207,2022-04-04,1677-09-22,Journal not adhering to Best practice,DOAJ,https://ejournal.iainsurakarta.ac.id/index.php/el-hayah,interesting reason
14398,jurnal elementer,False,Jurnal Elementer,2443-4167,2019-12-13,1677-09-22,Journal not adhering to Best practice,DOAJ,https://jurnal.pcr.ac.id/index.php/elementer,interesting reason
14399,jurnal gizi dan dietetik indonesia,False,Jurnal Gizi dan Dietetik Indonesia,2503-183X,2022-02-17,1677-09-22,Journal not adhering to Best practice,DOAJ,https://sinta3.kemdikbud.go.id/journals/garuda/3701,interesting reason
14400,jurnal guidena,False,Jurnal Guidena,2088-9623,2018-08-01,1677-09-22,Journal not adhering to Best practice,DOAJ,https://www.neliti.com/journals/guidena/catalogue,interesting reason
14401,jurnal hukum dan peradilan,False,Jurnal Hukum dan Peradilan,2528-1100,2021-03-15,1677-09-22,Journal not adhering to Best practice,DOAJ,https://jurnalhukumdanperadilan.org/index.php/jurnalhukumperadilan,interesting reason
14402,jurnal ilmiah administrasi publik,False,Jurnal Ilmiah Administrasi Publik,2302-2698,2022-03-07,1677-09-22,Journal not adhering to Best practice,DOAJ,https://ojs.unm.ac.id/iap,interesting reason
14403,jurnal ilmiah ekonomi dan bisnis,False,Jurnal Ilmiah Ekonomi dan Bisnis,1829-9822,2019-01-05,1677-09-22,Journal not adhering to Best practice,DOAJ,https://ejournal.uksw.edu/jeb,interesting reason
14404,jurnal ilmiah pendidikan dan pembelajaran,False,Jurnal Ilmiah Pendidikan dan Pembelajaran,1858-4543,2018-08-27,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://ojs.unm.ac.id/EDUSTUDENT,interesting reason
14405,jurnal ilmiah sekolah dasar,False,Jurnal Ilmiah Sekolah Dasar,2579-3276,2018-08-27,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,https://ejournal.unib.ac.id/index.php/pgsd,interesting reason
14406,jurnal ilmiah spektrum,False,Jurnal Ilmiah Spektrum,2302-3163,2021-08-30,1677-09-22,Journal not adhering to Best practice,DOAJ,https://www.jouroscope.com/Journals/jurnal-ilmiah-spektrum/,interesting reason
14407,jurnal ilmu dan kesehatan hewan,False,Jurnal Ilmu dan Kesehatan Hewan,2302-6057,2020-09-02,1677-09-22,Journal not adhering to best practice,DOAJ,http://portalgaruda.fti.unissula.ac.id/?ref=browse&mod=viewjournal&journal=939,interesting reason
14408,jurnal inovasi pendidikan ipa,False,Jurnal Inovasi Pendidikan IPA,2406-9205,2021-08-26,1677-09-22,Journal not adhering to Best practice,DOAJ,https://journal.uny.ac.id/index.php/jipi,interesting reason
14409,jurnal inspirasi bisnis dan manajemen,False,Jurnal Inspirasi Bisnis dan Manajemen,2579-9401,2020-11-20,1677-09-22,Journal not adhering to Best practice,DOAJ,https://www.neliti.com/journals/jurnal-inspirasi-bisnis-dan-manajemen/catalogue,interesting reason
14410,jurnal ipteks terapan,False,Jurnal Ipteks Terapan,1979-9292,2019-06-17,1677-09-22,Journal not adhering to Best practice,DOAJ,http://ejournal.lldikti10.id/index.php/jit/,interesting reason
14411,jurnal jaffray,False,Jurnal Jaffray,2407-4047,2020-08-06,1677-09-22,Journal not adhering to best practice,DOAJ,https://www.neliti.com/journals/jurnal-jaffray/catalogue,interesting reason
14412,jurnal kajian bali,False,Jurnal Kajian Bali, 2088-4443,2020-01-27,1677-09-22,Journal not adhering to Best practice,DOAJ,https://sinta3.kemdikbud.go.id/journals/garuda/791,interesting reason
14413,jurnal kajian ilmiah,False,Jurnal Kajian Ilmiah,2597-792X,2021-11-09,1677-09-22,Journal not adhering to Best practice,DOAJ,http://link.bu.edu/portal/Jurnal-Kajian-Ilmiah/dFZ2z1yX12M/,interesting reason
14414,jurnal kajian informasi & perpustakaan,False,Jurnal Kajian Informasi & Perpustakaan,2303-2677,2019-05-02,1677-09-22,Journal not adhering to Best practice,DOAJ,http://journal2.um.ac.id/index.php/bibliotika,interesting reason
14415,jurnal kebijakan perikanan indonesia,False,Jurnal Kebijakan Perikanan Indonesia,2502-6550,2022-04-04,1677-09-22,Journal not adhering to Best practice,DOAJ,http://ejournal-balitbang.kkp.go.id/index.php/jkpi/,interesting reason
14416,jurnal kelautan,False,Jurnal Kelautan,2476-9991,2021-08-25,1677-09-22,Journal not adhering to Best practice,DOAJ,https://journal.trunojoyo.ac.id/jurnalkelautan,interesting reason
14417,jurnal keolahragaan,False,Jurnal Keolahragaan,2461-0259,2021-08-26,1677-09-22,Journal not adhering to Best practice,DOAJ,https://journal.uny.ac.id/index.php/jolahraga,interesting reason
14418,jurnal kependudukan indonesia,False,Jurnal Kependudukan Indonesia,2502-8537,2022-02-24,1677-09-22,Journal not adhering to Best practice,DOAJ,https://ejurnal.kependudukan.lipi.go.id/,interesting reason
